Channel,Watch time(Minutes),Stream time(minutes),Peak viewers,Average viewers,Followers,Followers gained,Views gained,Partnered,Mature,Language,Giveaways
landonorris,209499930,30120,97550,6524,584831,457635,12694726,TRUE,FALSE,English,TRUE
LotharHS,208564530,152235,14561,898,251812,136198,6742783,TRUE,FALSE,Polish,TRUE
ElcanaldeJoaco,208060515,20445,48072,8673,810622,758797,4893535,TRUE,TRUE,Spanish,TRUE
CzechCloud,207938580,145050,8212,978,180668,111145,9000160,TRUE,FALSE,Czech,TRUE
chess24,207560115,82035,32856,1603,66198,49745,20337169,TRUE,FALSE,English,TRUE
TheNo1Alex,206694345,176910,8554,1105,140855,30883,7225371,TRUE,FALSE,English,TRUE
Crystal_LoL,206487075,139725,7471,1466,167132,98846,5571500,TRUE,FALSE,Turkish,TRUE
WeAreTheVR,206446935,75975,20851,2688,410814,85526,9512134,TRUE,TRUE,Hungarian,TRUE
AdzTV,206255820,137250,11247,1443,489577,167548,4236933,TRUE,FALSE,French,TRUE
IrmanPlay,205792560,42570,17697,2612,252042,232876,3312084,FALSE,FALSE,Russian,TRUE
Tomato,205792050,76080,5358,2675,92634,36010,2200922,TRUE,TRUE,English,TRUE
쫀득이_ (pjs9073),205748130,79215,15654,2597,193757,115990,5979215,TRUE,FALSE,Korean,TRUE
runitup247,205746015,486000,1182,422,91608,30397,2424188,TRUE,FALSE,English,TRUE
NeZaK_,205442370,134205,7262,1407,255840,207722,3017013,TRUE,FALSE,Italian,TRUE
피닉스박1 (xkwhd),205225605,179595,9938,1139,142209,50675,4794915,TRUE,FALSE,Korean,TRUE
skill4ltu,205017270,135510,4049,1503,127741,46398,4548052,TRUE,TRUE,English,TRUE
ilMasseo,204889125,92370,8980,2184,617665,436741,4364008,TRUE,FALSE,Italian,TRUE
Worrun_,204440715,94455,41881,1728,146163,103762,3425022,TRUE,TRUE,English,TRUE
brax,204330900,26010,28736,5295,574927,282648,4449212,TRUE,FALSE,English,TRUE
rewinside,204116820,48420,24167,4455,1259972,372220,5349508,TRUE,FALSE,German,TRUE
금사향 (sah_yang),204029970,125325,7143,1559,206794,108366,7584329,TRUE,FALSE,Korean,TRUE
HAchubby,203908095,73110,13675,2779,221461,159519,5075885,TRUE,FALSE,English,TRUE
Recrent,203854050,129375,6781,1502,220789,120204,8936320,TRUE,FALSE,Russian,TRUE
iLame,203117655,161025,4911,1243,233263,66490,9831952,TRUE,TRUE,Russian,TRUE
ixxYjYxxi,203102445,37305,15223,5459,857099,409932,2378245,TRUE,FALSE,Arabic,TRUE
Wingsofdeath,202858185,144150,7176,1343,473157,6267,2534023,TRUE,FALSE,English,TRUE
mang0,202842615,140325,24391,1403,328671,53694,3077795,TRUE,TRUE,English,TRUE
Kamikatze,202635300,126900,8509,1586,107476,36955,4997073,TRUE,FALSE,German,TRUE
Philza,202591425,62925,24611,2991,527540,292543,5158370,TRUE,FALSE,English,TRUE
Kurumx,202487955,131190,16413,1543,50286,49439,2485867,TRUE,FALSE,English,TRUE
Pieface23,201823125,93360,14072,2149,238155,127444,2037389,TRUE,FALSE,English,TRUE
CurtisRyan,201233880,162660,7245,1205,65688,33141,3760730,TRUE,TRUE,English,TRUE
CalebDMTG,200582400,121635,5446,1608,71327,9005,1563033,TRUE,FALSE,English,TRUE
MarkiLokurasY,200552295,71070,26329,2714,923377,417223,7000112,TRUE,FALSE,Spanish,TRUE
JLBichouu,200256675,90720,16461,2039,212578,150452,4001304,TRUE,FALSE,French,TRUE
나나양 (nanayango3o),199960005,122025,6411,1589,147351,63332,4789098,TRUE,FALSE,Korean,TRUE
DavyJones,199829100,48375,44526,4111,955846,454965,10940319,TRUE,FALSE,Portuguese,TRUE
Fairlight_Excalibur,199826220,163650,19156,1208,408958,5162,1645770,TRUE,FALSE,English,TRUE
PG_Esports,199821495,107715,24734,1933,112874,41935,16923320,TRUE,FALSE,Italian,TRUE
StreamerHouse,199501650,496545,12609,402,630255,10659,2800864,TRUE,FALSE,English,TRUE
Peereira7,198252765,133800,14532,1377,377689,361206,6222094,TRUE,TRUE,Spanish,TRUE
Twitch,198083340,12015,130795,9190,1189614,223168,46395022,TRUE,FALSE,English,TRUE
Sev7n,197315655,183630,31836,1037,469944,225963,7453572,TRUE,FALSE,Portuguese,TRUE
Wardiii,196743645,104280,9459,1670,76777,31905,3970743,TRUE,FALSE,English,TRUE
자동 (tranth),196585155,142260,5451,1402,85764,11733,5114165,TRUE,FALSE,Korean,TRUE
Kubon_,195943620,145845,9545,1323,267984,25721,6142647,TRUE,FALSE,Polish,TRUE
KarasMai,195800370,138300,6728,1374,281664,139915,3975842,TRUE,FALSE,English,TRUE
Sloot,195525465,207555,21283,937,205002,23506,4415937,TRUE,FALSE,English,TRUE
LPMassive,195448335,81270,18813,2181,315264,22874,2409670,TRUE,FALSE,German,TRUE
羅傑 (roger9527),195398655,34620,12707,5401,131484,22369,4197860,TRUE,FALSE,Chinese,TRUE
ChicaLive,195344370,92445,14928,2045,1041932,631422,2776587,TRUE,FALSE,English,TRUE
도현_ (d_obby),195270330,129525,16860,1401,195405,153300,5913454,TRUE,FALSE,Korean,TRUE
Valkia,194961090,106335,23519,1008,308459,146451,8091070,TRUE,FALSE,English,TRUE
caps,194376465,17865,26754,10170,479368,270611,6373471,TRUE,FALSE,English,TRUE
龜狗 (gueigotv),194262165,134895,9918,1373,165232,25466,6005834,TRUE,TRUE,Chinese,TRUE
Alfie,194074230,181755,15588,971,183885,33462,3380440,TRUE,FALSE,English,TRUE
NiceWigg,193912155,130140,13013,1475,184033,111498,2871081,TRUE,FALSE,English,TRUE
zEkO,193867860,44970,21313,4440,743040,370683,5338943,TRUE,TRUE,Spanish,TRUE
x6FlipiN,193573740,61095,19304,2712,279204,186655,6462906,TRUE,TRUE,Spanish,TRUE
JASONR,193460805,188205,33902,992,777611,136800,6183865,TRUE,FALSE,English,TRUE
Dhalucard,192609885,83400,22306,1828,269408,97678,7444967,TRUE,FALSE,German,TRUE
duckmanzch,192428310,129945,14684,1363,122694,75228,9240202,TRUE,FALSE,Thai,TRUE
MrBboy45,191523465,110835,9408,1659,318995,57504,6445684,TRUE,FALSE,French,TRUE
인간젤리 (ses836),190448565,157200,7683,1213,105730,29332,5099767,TRUE,FALSE,Korean,TRUE
AladdinTV,189890160,131490,4279,1416,110211,45168,4298260,TRUE,FALSE,German,TRUE
miniminter,189756300,41400,27188,4215,858427,588461,16598800,TRUE,FALSE,English,TRUE
ClintStevens,189206565,40125,15223,4445,393432,102753,2303521,TRUE,FALSE,English,TRUE
NoctisAK47,189081300,171270,7264,1052,73584,41176,6381664,TRUE,TRUE,Thai,TRUE
Daxak,188764350,84855,7721,2061,116897,64239,5857325,TRUE,FALSE,Russian,TRUE
ThaldrinLol,188750280,112095,11305,1671,521166,95126,7822019,TRUE,FALSE,Turkish,TRUE
olyashaa,187722975,77730,9142,2296,559877,138621,14210392,TRUE,FALSE,Russian,TRUE
Jay3,187658970,165585,9514,1111,189654,124100,3079327,TRUE,FALSE,English,TRUE
SovietWomble,187497450,63360,9616,2900,1368076,214775,5846971,TRUE,TRUE,English,TRUE
GodHunt,187099860,94590,19032,1820,202883,30738,7464390,TRUE,FALSE,Russian,TRUE
Everyeyeit,187019640,133125,18421,1236,86590,42213,52155951,TRUE,FALSE,Italian,TRUE
Speedrun,186800430,500010,16604,375,93358,51098,13863239,TRUE,FALSE,English,TRUE
iamSometimes,186597300,102870,23238,2004,179552,99162,4766495,TRUE,FALSE,Thai,TRUE
Broeki1,186562710,141675,13091,1317,150944,25995,4702541,TRUE,TRUE,German,TRUE
hexy,186060390,90495,14020,2092,336093,20006,2855592,TRUE,FALSE,English,TRUE
Etoiles,185982570,78165,45364,2090,220873,167386,6466352,TRUE,FALSE,French,TRUE
xChocoBars,185905980,96300,37216,1917,583881,107350,8679867,TRUE,FALSE,English,TRUE
GN_GG,185795730,108075,4859,1715,91514,14734,3333965,TRUE,FALSE,Russian,TRUE
SheriffEli,185394810,143400,5988,1291,265814,11832,2355559,TRUE,TRUE,English,TRUE
iateyourpie,184820460,181335,10962,987,124020,7942,4878552,TRUE,FALSE,English,TRUE
KYR_SP33DY,184233300,95055,6607,1879,706212,66637,2451110,TRUE,FALSE,English,TRUE
armateam,183066645,379680,3181,479,187315,8680,3569807,TRUE,FALSE,French,TRUE
JeelTV,182390235,99870,7302,1768,357385,276765,6668409,TRUE,FALSE,French,TRUE
Pengu,182358345,70665,7707,2452,775987,241309,5240516,TRUE,TRUE,English,TRUE
태준이 (dlxowns45),182309400,79620,10549,2023,346631,124060,5444952,TRUE,FALSE,Korean,TRUE
gabepeixe,181929585,101730,5955,1788,149362,25034,2795325,TRUE,TRUE,Portuguese,TRUE
TSM_TheOddOne,181908120,188445,4363,913,864087,-15772,6370949,TRUE,FALSE,English,TRUE
luke4316live,181729410,307005,2757,636,168531,36988,4795414,TRUE,FALSE,Italian,TRUE
VGBootCamp,181431360,77085,97791,1534,521938,24798,5491154,TRUE,FALSE,English,TRUE
CapcomFighters,181252125,23850,84858,5684,348447,20205,12878708,TRUE,FALSE,English,TRUE
Datto,181075290,71400,82047,2122,530822,89739,4566171,TRUE,TRUE,English,TRUE
NeverSayYesTwitch,180978855,115455,10771,1357,194933,176218,3381154,TRUE,FALSE,French,TRUE
BeatportOfficial,180850230,27765,48457,5300,126546,124653,36484452,TRUE,FALSE,English,TRUE
포셔 (portialyn),180674100,128385,4498,1349,39485,29698,2460689,TRUE,FALSE,Korean,TRUE
케인 (kanetv8),180360300,130365,10087,1313,141167,52606,7004305,TRUE,FALSE,Korean,TRUE
Sanchovies,180166830,141225,15588,1250,154845,145102,3924344,TRUE,FALSE,English,TRUE
GhostFreak66,179939730,107295,94791,1029,111646,89879,2471382,TRUE,TRUE,English,TRUE
RTAinJapan,179880525,16155,42822,8383,71730,44766,2700751,TRUE,FALSE,Japanese,TRUE
WankilStudio,179581950,17235,28866,10173,726730,274734,5141210,TRUE,FALSE,French,TRUE
SLAKUN10,179262330,9555,48358,18906,1874932,1874846,5835029,TRUE,FALSE,Spanish,TRUE
Monkeynews,179083095,154965,72483,1288,80290,54112,4978021,TRUE,TRUE,English,TRUE
forever,178945815,29625,53702,5300,373484,360874,2863254,TRUE,FALSE,Portuguese,TRUE
AlpTV,178729455,38625,33059,2913,576276,257474,6685553,TRUE,FALSE,Turkish,TRUE
Crocodyle_lol,178727670,96000,8810,1802,107835,77142,3657348,TRUE,TRUE,French,TRUE
WARDELL,178718460,127155,16215,1394,306435,288200,5304936,TRUE,TRUE,English,TRUE
Tiagovski555YT,178563045,76065,11245,2061,220585,130719,5057048,TRUE,FALSE,Portuguese,TRUE
Altair,178537155,145605,3702,1183,42265,19448,2779740,TRUE,TRUE,French,TRUE
NiteNightKid,178419030,149040,29228,1127,28818,11998,1450208,TRUE,TRUE,English,TRUE
fuslie,178245645,67560,45247,2504,336394,116757,7152158,TRUE,FALSE,English,TRUE
Tyceno,177947595,42825,40407,4015,297359,250536,1623230,TRUE,TRUE,English,TRUE
Faux,177800325,151170,15167,1133,237909,29301,3248586,TRUE,FALSE,English,TRUE
RiotGamesTurkish,177746055,23835,36258,7414,651994,49244,9998277,TRUE,FALSE,Turkish,TRUE
makataO,177510525,182775,12292,910,391656,137135,7336811,TRUE,FALSE,Russian,TRUE
Drjayfisto,177159195,155340,4092,1105,130341,41353,6201998,TRUE,TRUE,English,TRUE
CarTmaNzbs,176608230,96615,7809,1793,386948,65268,13183429,TRUE,FALSE,Russian,TRUE
Th3Antonio,176072760,62175,13955,2419,223756,87872,5222867,TRUE,FALSE,Spanish,TRUE
BigEx,176005440,96870,21401,1569,256448,138235,1947938,TRUE,FALSE,English,TRUE
BigSpinCR,175255470,92970,21815,1824,185784,81726,2995202,TRUE,FALSE,German,TRUE
Maghla,175236000,77505,16695,2124,329065,234216,6831650,TRUE,TRUE,French,TRUE
Becca,174842160,115200,11405,1500,357844,56356,4198030,TRUE,FALSE,English,TRUE
SirhcEz,174824130,133410,5928,1279,579629,34334,3081725,TRUE,FALSE,English,TRUE
twlevewinsHS,174228915,102900,5425,1711,38410,31257,1353428,TRUE,FALSE,English,TRUE
코렛트 (collet11),174087030,136065,6144,1248,215304,73181,5543661,TRUE,FALSE,Korean,TRUE
Zombie_Barricades,173823135,228765,4497,735,172386,60031,2219053,TRUE,TRUE,English,TRUE
NBA2KLeague,173779995,28245,48495,4264,143535,42942,67586924,TRUE,FALSE,English,TRUE
XBOCT,173672880,35970,20110,4473,318230,78529,5635774,TRUE,FALSE,Russian,TRUE
shtan_udachi,173627565,87210,7220,1929,100852,22524,3970603,TRUE,FALSE,Russian,TRUE
orslok,173607810,52005,21759,3082,327888,269085,5048873,TRUE,FALSE,Spanish,TRUE
BRNWOWZK1,173484990,365670,6981,465,173713,87295,5330221,TRUE,TRUE,Portuguese,TRUE
HellYeahPlay,173443275,103830,3946,1706,136885,31088,5014047,TRUE,FALSE,Russian,TRUE
홍방장 (game2eye),173015430,96045,5698,1669,183891,22221,5266599,TRUE,FALSE,Korean,TRUE
grafo,172499415,111105,7165,1544,414577,173024,5627155,TRUE,FALSE,Spanish,TRUE
xTheSolutionTV,172316145,78030,16093,2027,320629,103800,2778565,TRUE,FALSE,German,TRUE
Igromania,172086390,186960,6159,939,184078,13710,115312954,TRUE,FALSE,Russian,TRUE
Back2Warcraft,171822405,93345,8309,1697,94929,21267,4016790,TRUE,FALSE,German,TRUE
超負荷 (sam1268),171602475,35805,11861,4538,148702,20433,5691145,TRUE,TRUE,Chinese,TRUE
10000DAYS,171293220,131565,11193,1255,356683,158473,10528149,TRUE,FALSE,Turkish,TRUE
iProMx,171223080,36000,8874,4576,151788,80190,1637792,TRUE,FALSE,French,TRUE
짬타수아 (zzamtiger0310),171115545,90345,6217,1876,185684,46791,6693148,TRUE,FALSE,Korean,TRUE
GingiTV,171013470,89805,6450,1713,156597,45047,5117439,TRUE,FALSE,English,TRUE
venruki,170464680,133110,13179,1264,292558,44449,7127552,TRUE,FALSE,English,TRUE
Pimpeano,170116395,21420,38592,6469,740343,665323,3744461,TRUE,TRUE,Spanish,TRUE
MatteoHS,169885590,141525,5827,1176,428553,221153,4537952,TRUE,FALSE,Italian,TRUE
nugiyen,169858440,159135,8448,996,121984,22377,3448935,TRUE,FALSE,English,TRUE
HighDistortion,169501845,105630,20179,1397,1677690,61126,5125402,TRUE,FALSE,English,TRUE
LuquEt4,169456620,153855,4958,1081,74404,45202,2807619,TRUE,TRUE,Portuguese,TRUE
THump,169365870,92055,8063,1885,250786,115028,2168664,TRUE,TRUE,English,TRUE
MaTaFe_,169215480,153525,8535,1096,116653,106957,4182011,TRUE,TRUE,English,TRUE
rxnexus,169026750,112095,6765,1475,255944,23213,5862326,TRUE,FALSE,Russian,TRUE
VaporaDark,168943005,70650,5041,2338,101359,22193,7610128,TRUE,FALSE,English,TRUE
PaymoneyWubby,168861240,30600,16622,5485,302419,126399,2668187,TRUE,FALSE,English,TRUE
RTGameCrowd,168832200,38685,20354,4259,861594,308499,3736356,TRUE,FALSE,English,TRUE
다주 (dda_ju),168767490,108690,9137,1466,205041,52071,3755880,TRUE,FALSE,Korean,TRUE
Bawkbasoup,168736395,130215,7853,1259,94820,27795,2313340,TRUE,TRUE,English,TRUE
견자희 (wkgml),168416325,76140,10656,2210,415795,150813,6013389,TRUE,FALSE,Korean,TRUE
Werlyb,168339975,57105,37980,2399,204348,146852,5349362,TRUE,FALSE,Spanish,TRUE
TSM_Hamlinz,167898480,11055,51989,15483,2137521,126150,2268382,TRUE,FALSE,English,TRUE
DougisRaw,167875230,153960,22641,1076,127151,74509,2149900,TRUE,TRUE,English,TRUE
Mmorpg,167774640,182925,4994,908,235167,19566,3055373,TRUE,FALSE,English,TRUE
BreaK,167534355,115560,9531,1432,309300,18289,3880016,TRUE,TRUE,English,TRUE
berkriptepe,167325930,32790,24573,4103,622358,281667,5508199,TRUE,FALSE,Turkish,TRUE
Xposed,167309220,111240,8580,1475,266853,147449,2220313,TRUE,TRUE,English,TRUE
무굴 (moogrr1211),167186250,188805,2008,879,37162,10214,3006979,TRUE,FALSE,Korean,TRUE
BoarControlHS,166892040,153345,3622,1064,79204,39363,2852825,TRUE,FALSE,English,TRUE
Dementardo,166850715,35445,15476,4663,547154,465321,2419659,TRUE,FALSE,Spanish,TRUE
CrReaM,166587645,142350,8098,1150,165906,6207,1614843,TRUE,TRUE,English,TRUE
Xiuder_,166422960,172080,13675,909,312280,298759,3022408,TRUE,FALSE,Italian,TRUE
SmallAnt,166352115,96720,11518,1821,255156,218287,2695198,TRUE,FALSE,English,TRUE
Naowh,165590085,120435,11693,1333,103636,48833,5069397,TRUE,FALSE,English,TRUE
Tonton,165536760,133530,9738,1237,147542,76656,3954958,TRUE,FALSE,French,TRUE
逼比 (bebelolz),165015915,64650,7592,2488,260119,26670,6966348,TRUE,FALSE,Chinese,TRUE
踢虧 (takesipon),164981160,111600,8103,1534,57634,11867,3983662,TRUE,FALSE,Chinese,TRUE
Vargskelethor,164759730,58395,6577,2809,287063,60041,2147906,TRUE,TRUE,English,TRUE
핑맨 (95pingman),164673495,47430,26738,3449,195423,97696,3424139,TRUE,FALSE,Korean,TRUE
LobosJr,163736505,121335,12709,1332,375646,27173,3970888,TRUE,TRUE,English,TRUE
ZONY,163669320,147990,7172,1118,260125,140806,3739750,TRUE,FALSE,Polish,TRUE
Monstercat,163589370,519675,14261,313,788684,22331,4084222,TRUE,FALSE,English,TRUE
k1ng,163381335,36540,52558,4365,706537,614383,6210317,TRUE,FALSE,Spanish,TRUE
DuelLinksMeta,163307010,89910,5792,1886,88697,33306,6092699,TRUE,FALSE,English,TRUE
Esports_Alliance,163208925,37110,27040,4293,117084,55445,8254877,TRUE,FALSE,Thai,TRUE
lolesportsla,163132800,40950,37187,4586,186208,71514,5283711,TRUE,FALSE,Spanish,TRUE
Vovo,162887760,150555,7268,974,141898,92033,3786059,TRUE,TRUE,Portuguese,TRUE
goncho,162817050,61770,18091,2431,442412,236558,6156791,TRUE,TRUE,Spanish,TRUE
MenosTrece,162738420,107700,7132,1481,470873,190155,5465173,TRUE,FALSE,Spanish,TRUE
swimstrim,162723510,108540,13314,1383,137885,62796,2964244,TRUE,FALSE,English,TRUE
AnneMunition,162714930,99345,37236,1586,621921,65910,10222790,TRUE,FALSE,English,TRUE
Reverse2k,162618315,181665,14160,925,380488,155158,3906784,TRUE,FALSE,English,TRUE
erobb221,162559230,82470,10391,2028,244207,88737,2352357,TRUE,FALSE,English,FALSE
voicetv,162510660,514845,1874,314,3660,1328,4001475,TRUE,FALSE,Thai,FALSE
FFearFFul,162232935,36165,116245,5305,727059,492841,2041776,TRUE,FALSE,Arabic,FALSE
Cryaotic,162138405,85785,7169,1727,813371,24644,2326058,TRUE,TRUE,English,TRUE
Dmitry_Lixxx,161818335,51600,26715,3006,347824,332931,8549523,TRUE,FALSE,Russian,FALSE
Sweatcicle,161489220,137880,14550,1023,160000,120954,2372907,TRUE,TRUE,English,TRUE
tebtv,161468685,69315,13639,2177,76050,59909,10310607,TRUE,FALSE,English,FALSE
_연두부_ (lovelyyeon),161371665,140535,4282,1115,108382,74892,5389852,TRUE,FALSE,Korean,FALSE
pankylol,161208750,51015,17394,3141,284563,166114,7887006,TRUE,FALSE,Turkish,FALSE
Alkaizerx,161185890,103950,12430,1312,153870,21706,3152805,TRUE,TRUE,English,TRUE
hastad,160672260,85545,10888,1812,868738,188163,4991368,TRUE,FALSE,Portuguese,FALSE
미라지 (mirage720),160163880,94005,30706,1638,352412,122225,5107789,TRUE,FALSE,Korean,FALSE
Tanxlive,159875505,161010,6899,971,244133,40087,7067999,TRUE,TRUE,Thai,TRUE
Rogue,159761910,121005,7289,1186,169330,147217,2431075,TRUE,FALSE,English,FALSE
easywithaces,159655155,107910,18686,1388,90359,35096,3279762,TRUE,TRUE,English,TRUE
BeyondTheSummit_PT2,159647175,104955,126254,796,178612,137968,4834852,TRUE,FALSE,Portuguese,FALSE
CarritosKami,159557775,104955,14634,1681,165439,67444,6694660,TRUE,FALSE,Spanish,FALSE
dizzy,159505395,49125,19262,2997,795869,122263,4572893,TRUE,TRUE,English,TRUE
EAMaddenNFL,159449055,19995,57179,5697,241924,72319,5152605,TRUE,FALSE,English,FALSE
TobiasFate,159172080,127740,4681,1233,701822,49134,5210466,TRUE,FALSE,English,FALSE
PUBG,159140235,32865,35922,4647,733628,78929,4783744,TRUE,FALSE,English,FALSE
BananaSlamJamma,159071145,113595,5152,1263,170181,23267,2546439,TRUE,TRUE,English,TRUE
Dyrus,158999070,138300,11338,1123,1474090,111,3724340,TRUE,TRUE,English,TRUE
Mushway,158995065,56820,9611,2638,310100,233686,3178181,TRUE,FALSE,French,FALSE
bazattak007,158951265,87330,11217,1630,391413,322355,4835861,TRUE,FALSE,Spanish,FALSE
IFrostBolt,158035530,169260,6210,897,199618,106749,2723926,TRUE,FALSE,English,FALSE
Kandyland,157882170,86745,9203,1748,405554,202294,11207571,TRUE,TRUE,English,TRUE
감블러 (9ambler),157852620,89715,11279,1692,144116,77889,3731059,TRUE,FALSE,Korean,FALSE
Sco,157847640,57690,15241,1790,375911,32463,10361325,TRUE,FALSE,English,FALSE
ProfessorBroman,157325925,154635,12676,955,732192,22714,3579571,TRUE,TRUE,English,TRUE
Paoloidolo,156901800,125115,7659,1205,183900,57927,4585217,TRUE,FALSE,Italian,FALSE
1PVCS,156821940,53835,23081,2256,71596,31807,8056327,TRUE,FALSE,French,FALSE
강퀴 (kangqui),156544635,112755,10809,1400,57130,18133,3877756,TRUE,FALSE,Korean,FALSE
AkTep,156236730,94545,6300,1541,222796,51862,4273193,TRUE,TRUE,Russian,TRUE
햇살살 (hatsalsal),156211005,119040,3915,1302,77861,25730,5576914,TRUE,FALSE,Korean,FALSE
PardonMyTake,156004485,25140,141406,6728,143916,143806,3300371,TRUE,FALSE,English,FALSE
Sweet_Anita,155731920,57600,21594,2690,972070,510063,7927278,TRUE,TRUE,English,TRUE
Draineo,155593140,124095,7777,1169,102225,65702,175788,TRUE,FALSE,English,FALSE
Cerbero_Podcast,155187570,57120,19298,2647,179420,132867,4071398,TRUE,FALSE,Italian,FALSE
cellinrj,154982550,87945,7136,1711,245715,122045,3621969,TRUE,TRUE,Portuguese,TRUE
SkyshockTV,154727730,94275,6213,1605,114154,32991,3059244,TRUE,FALSE,Spanish,FALSE
Evangelion0,154595850,85635,8533,1777,120494,28322,3446723,TRUE,FALSE,Spanish,FALSE
AnthonyZ,154524165,117735,7416,1216,199617,23303,2812219,TRUE,FALSE,English,FALSE
mokrivskyi,154332060,27105,29983,5864,308815,304008,8255635,FALSE,FALSE,Russian,FALSE
CaMaK,154277370,87375,9437,1759,151886,7578,3019137,TRUE,TRUE,French,TRUE
Uthenera,154125945,77475,9460,2106,411346,99872,4832180,TRUE,FALSE,Turkish,FALSE
Corobizar,153988380,83325,11200,1787,272635,84933,4345590,TRUE,FALSE,French,FALSE
roflgator,153963765,110910,14329,1281,106365,46487,1449834,TRUE,TRUE,English,TRUE
QuarterJade,153857655,61980,12144,2286,277256,167202,3921702,TRUE,FALSE,English,FALSE
kutcherlol,153784695,138060,6802,1093,198818,36059,5070320,TRUE,FALSE,German,FALSE
DieHahn,152767545,125025,8048,1229,231584,44782,3418935,TRUE,TRUE,German,TRUE
chowh1,152754465,143415,8221,980,113551,84231,4175567,TRUE,TRUE,French,TRUE
cacho01,152494320,54645,18552,2669,269080,250197,2516244,TRUE,FALSE,Spanish,FALSE
natalan,152469705,60510,9561,2240,529357,462674,2737155,TRUE,TRUE,Spanish,TRUE
DreamHackDota2_RU,152461155,6135,98717,22356,203419,30231,3637232,TRUE,FALSE,Russian,FALSE
DuendePablo,152343585,133290,10121,1101,514073,118567,4216188,TRUE,FALSE,Spanish,FALSE
小夜夜 (albislol),152033250,208485,3740,706,146276,10939,4554443,TRUE,TRUE,Chinese,TRUE
UCCleague,152021685,131070,14003,1378,226974,46807,9915656,TRUE,FALSE,Russian,FALSE
貝克 (slrabbit99),151739370,112845,5944,1329,106235,2495,4838617,TRUE,TRUE,Chinese,TRUE
Stewie2K,151271895,24735,27416,5296,875087,289867,5771575,TRUE,TRUE,English,TRUE
jorbs,151128345,117795,4084,1243,70609,20603,1410877,TRUE,FALSE,English,FALSE
BlackFIreIce,150698280,139980,3044,1070,108895,6130,4424196,TRUE,FALSE,Polish,FALSE
kurt0411,150579045,37710,26941,4083,142446,114789,2221662,TRUE,FALSE,English,FALSE
Herdyn,150266550,123060,4254,1180,410224,91098,5639711,TRUE,TRUE,Czech,TRUE
Frankkaster,150181140,30975,49127,4886,826222,356711,5878239,TRUE,TRUE,Spanish,TRUE
SayNoToRage,150150330,137820,8014,1010,168463,17619,1552234,TRUE,FALSE,English,FALSE
MiltonTPike1,149975130,81960,8838,1845,200012,25768,2185519,TRUE,FALSE,English,FALSE
H0llyLP,149766195,130860,4958,1116,151000,11875,3846703,TRUE,TRUE,German,TRUE
MarkitoNavaja,149407365,28410,26584,5070,665430,641813,3159593,TRUE,FALSE,Spanish,FALSE
RobertoCein,149162865,114120,15249,1270,730326,422842,2907888,TRUE,TRUE,Spanish,TRUE
KVYZEE,149052375,161580,8354,849,127963,74894,6715483,TRUE,FALSE,Russian,FALSE
MarketTradersTV,148900110,499215,1357,297,30413,12081,981536,TRUE,FALSE,English,FALSE
Flambass,148717500,130395,5507,1138,71953,26918,2319131,TRUE,TRUE,English,TRUE
Aa9skillz,148596180,49035,11843,2885,502696,142789,2373012,TRUE,FALSE,English,FALSE
Limmy,148371105,90600,6575,1641,207508,136263,2433739,TRUE,TRUE,English,TRUE
SparkofPhoenixTV,148192215,92400,15792,1462,433078,195208,3537808,TRUE,FALSE,German,FALSE
kyliebitkin,147948870,127485,6688,1142,85336,25720,2468122,TRUE,TRUE,English,TRUE
CoconutB,147918285,122565,4596,1171,188378,62459,2691775,TRUE,TRUE,English,TRUE
FanHOTS,147664290,134550,2104,1090,64587,27948,2451118,TRUE,FALSE,English,FALSE
Pelegrino1993,147243720,129210,6236,1074,80566,64799,1772816,TRUE,FALSE,Portuguese,FALSE
Killars,146865810,210810,4232,642,46971,15728,1747381,TRUE,FALSE,English,FALSE
Weak3n,146770110,115470,2922,1260,188176,30028,4780580,TRUE,FALSE,English,FALSE
Tourva,146412075,116070,5067,1185,287553,182413,7888629,TRUE,TRUE,English,TRUE
wintergaming,146245920,195615,7019,719,260779,13900,3609065,TRUE,FALSE,English,FALSE
Vicens,146199795,26115,30628,5739,730679,724245,4110592,TRUE,FALSE,Spanish,FALSE
PainLivestream,145610160,89775,15002,1635,435872,81619,2283772,TRUE,TRUE,German,TRUE
monkeys_forever,145475145,80460,6738,1563,79270,34329,2106144,TRUE,FALSE,English,FALSE
Kaydop,145291695,64830,23304,2268,193058,117412,3185925,TRUE,FALSE,French,FALSE
しゃるる (syaruru3),145193595,103995,3710,1309,33726,9684,3022192,TRUE,FALSE,Japanese,FALSE
primeleague,144858945,30510,19013,4427,73409,71211,5606593,TRUE,FALSE,German,FALSE
LRojo_,144763395,111435,11178,1192,100767,82320,3959878,TRUE,FALSE,Spanish,FALSE
trihex,144608640,121515,21721,1157,431935,29678,5777172,TRUE,TRUE,English,TRUE
Spaceboy,144599880,123015,10590,1107,135311,27050,2614773,TRUE,TRUE,English,TRUE
Froggen,144496815,46710,10648,3024,770030,31800,3577064,TRUE,FALSE,English,FALSE
BotanicX,144361350,71445,9135,1937,34119,11512,9335252,FALSE,FALSE,Russian,FALSE
dinablin,144307800,60870,29316,2413,293748,239896,11129949,TRUE,FALSE,Russian,FALSE
RiceGum,144167385,12300,29173,11696,903261,388376,2273737,TRUE,FALSE,English,FALSE
